"course_title","is_paid_True","is_paid_False","price","num_subscribers","num_reviews","num_lectures","level_All Levels","level_Beginner Level","level_Intermediate Level","level_Expert Level","content_duration","subject_Business Finance","subject_Graphic Design","subject_Musical Instruments","subject_Web Development"
"Forex Trading: The High ROI Forex Trading End of Day Course",1,0,125,8,1,19,0,0,1,0,2.5,1,0,0,0
"Fundraise the Simplified Way: A Crowdfunding Blueprint",1,0,35,7,1,19,1,0,0,0,1,1,0,0,0
"Fundamentals of Accounting for Business Owners",1,0,20,217,0,47,0,1,0,0,2.5,1,0,0,0
"Practical Financial Statement Analysis",1,0,75,22,5,45,1,0,0,0,4.5,1,0,0,0
"Forex Management - Detailed Study for CA / CS / CFA Exams",1,0,50,131,2,38,1,0,0,0,3,1,0,0,0
"Financial Statement Review 101:  How to Find Errors",1,0,30,5,2,15,0,1,0,0,2,1,0,0,0
"Professional Risk Manager (PRM) Certification: Level 1",1,0,50,116,10,51,1,0,0,0,24,1,0,0,0
"International Tax  - Tax Beyond boundaries",1,0,100,27,6,235,1,0,0,0,19.5,1,0,0,0
"The Complete Financial Statement Analysis Course",1,0,150,912,12,37,0,1,0,0,3,1,0,0,0
"Advanced Excel functions",1,0,20,1964,47,15,1,0,0,0,1.5,1,0,0,0
"Penny Stocks Value & Chart Pattern Trading (2 Course Bundle)",1,0,200,1033,2,31,0,1,0,0,1.5,1,0,0,0
"Candlestick Analysis For Professional Traders",1,0,95,913,117,48,0,0,0,1,2,1,0,0,0
"Build A Career In Forex Trading- Learn Fundamental Analysis",1,0,200,2092,77,52,1,0,0,0,3.5,1,0,0,0
"Financial Modeling: Build a Complete DCF Valuation Model",1,0,95,2240,185,44,1,0,0,0,2.5,1,0,0,0
"Hands-on Financial Modeling (With 6 Excel Templates)",1,0,30,4601,38,14,0,0,1,0,4,1,0,0,0
"CAIIB Advanced Bank Management (Part I)",1,0,25,2953,20,211,1,0,0,0,20.5,1,0,0,0
"Stock Market investment:Non financial fundamental analysis",1,0,125,1091,4,29,0,1,0,0,3,1,0,0,0
"Learn How to Play CashFlow Game",1,0,35,1459,11,26,0,1,0,0,1,1,0,0,0
"Basics of Business Finance",1,0,30,4855,64,24,0,1,0,0,4,1,0,0,0
"Accounting Made Easy 2",1,0,50,4034,8,40,0,0,1,0,3,1,0,0,0
"Bitcoin: el futuro del dinero, hoy",1,0,200,57,22,19,0,0,1,0,3,1,0,0,0
"Aprende a invertir practicando",1,0,35,26,9,42,1,0,0,0,2,1,0,0,0
"Trading con retrocesos de Fibonacci",1,0,25,14,4,15,1,0,0,0,2.5,1,0,0,0
"Mit Finanzwissen zu besserem Unternehmertum",1,0,50,49,3,23,0,1,0,0,3,1,0,0,0
"Como hacer empresa en 10 sesiones prácticas",1,0,20,11,2,10,0,0,1,0,0.5,1,0,0,0
"المحاسبة للإداريين و غير المحاسبين",1,0,20,9,3,17,0,1,0,0,0.716666666666667,1,0,0,0
"株式投資で本当のファンダメンタル分析ができるようになる",1,0,20,91,7,30,1,0,0,0,2,1,0,0,0
"Curso de Trading práctico basado en casos reales",1,0,20,44,6,55,1,0,0,0,10,1,0,0,0
"Curso Avanzado de Trading",1,0,125,106,11,100,1,0,0,0,20.5,1,0,0,0
"สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย",0,1,0,2079,258,25,1,0,0,0,2,1,0,0,0
"MQL4 Tutorial Golden Goose",1,0,20,135,5,12,0,1,0,0,1.5,1,0,0,0
"Análise de Concessão de Crédito",1,0,20,31,11,20,1,0,0,0,10.5,1,0,0,0
"Technical Analysis Using Elliott Wave Theory",1,0,60,217,7,16,1,0,0,0,1,1,0,0,0
"The Basics Of Volume Analysis",1,0,60,611,57,13,1,0,0,0,1.5,1,0,0,0
"Crash Course on Cost of Capital and Capital Structuring",0,1,0,5007,41,19,1,0,0,0,3,1,0,0,0
"Business Accounting Made Easy",1,0,50,1168,5,26,0,1,0,0,5.5,1,0,0,0
"Build a DCF Model from Scratch",0,1,0,4653,395,5,1,0,0,0,0.516666666666667,1,0,0,0
"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""",0,1,0,3035,12,14,1,0,0,0,1.5,1,0,0,0
"Technical Analysis - A practical approach for trade entry",1,0,60,454,52,15,0,0,0,1,2,1,0,0,0
"Mastering Technical Analysis : Maximizing Trading Profits",1,0,60,325,14,62,1,0,0,0,5,1,0,0,0
"The Complete Guide to Professional Trading with Elliott Wave",1,0,115,228,49,43,1,0,0,0,4.5,1,0,0,0
"A Complete Guide to Becoming a Trader on the Forex Market",1,0,25,562,11,15,1,0,0,0,1,1,0,0,0
"Stock Market for Beginners - Complete Starter Toolkit",1,0,120,577,45,82,0,0,1,0,6.5,1,0,0,0
"Beginners Binary Options Course",0,1,0,10540,799,14,0,1,0,0,1.5,1,0,0,0
"Technical Analysis 101: Secrets of Trading Revealed",1,0,150,912,27,81,1,0,0,0,2.5,1,0,0,0
"Forex: What's a Trend and When it is Strong and Reliable",0,1,0,2955,43,30,0,0,1,0,2,1,0,0,0
"Volatility Trading Analysis with R",1,0,50,190,13,45,0,0,0,1,6,1,0,0,0
"How To Profit From Stock Market Volatility",0,1,0,1736,36,11,1,0,0,0,0.6,1,0,0,0
"Awaken the Accountant in You | Master the Accounting Basics",1,0,35,1135,10,16,0,1,0,0,1.5,1,0,0,0
"WE WILL PAY YOU TO TRADE WITH US",1,0,20,2101,51,11,1,0,0,0,2,1,0,0,0
"Situational Trading: Proven Option Strategy for any Scenario",1,0,200,1048,11,16,1,0,0,0,1.5,1,0,0,0
"Portfolio Management for CA / CS / CFA exams",1,0,20,1740,5,8,1,0,0,0,1,1,0,0,0
"Algorithmic Trading in MATLAB: WFAToolbox App GUI (Finance)",1,0,20,1749,41,21,1,0,0,0,1,1,0,0,0
"Finding an Unlimited Amount of Investors",1,0,80,1187,6,6,1,0,0,0,0.7,1,0,0,0
"Bookkeeping Made Easy",1,0,70,1263,21,18,0,1,0,0,1.5,1,0,0,0
"BITCOIN VISUALLY. Part I.",1,0,50,115,6,31,0,1,0,0,4,1,0,0,0
"Learn and Master the Basics of Finance",1,0,20,43,17,39,0,1,0,0,3,1,0,0,0
"FOREX : LearnTo Trade the Improved ( Advanced ) Patterns",1,0,75,55,2,27,1,0,0,0,5.5,1,0,0,0
"Mastering the Market : (Technical Analysis + Candlestick)",1,0,90,18,7,97,1,0,0,0,7,1,0,0,0
"Mastering Countertrend Trading : High Profit Trading Pattern",1,0,40,14,5,11,1,0,0,0,1,1,0,0,0
"Exam 1 Review - Managerial Accounting (U of H)",1,0,30,47,9,22,0,1,0,0,2,1,0,0,0
"* An Integrated Approach to the Fundamentals of Accounting",1,0,200,134,14,123,1,0,0,0,5.5,1,0,0,0
"Get to grips with the CFA calculator",1,0,20,153,8,14,1,0,0,0,1.5,1,0,0,0
"Financial Model Fundamentals-Learn the Essential Skills",1,0,75,47,5,27,1,0,0,0,2.5,1,0,0,0
"Forex: Economic News Trading",1,0,25,42,14,11,1,0,0,0,0.683333333333333,1,0,0,0
"Analyze Real Estate Investments | Financial Modeling",1,0,20,120,18,21,1,0,0,0,2,1,0,0,0
"Forex For Beginners - A Guide To Currency Trading",1,0,20,68,10,23,0,1,0,0,0.5,1,0,0,0
"Raise Your Credit Score to 800 Or More....",1,0,50,844,33,40,1,0,0,0,2,1,0,0,0
"Financial Management Budgeting Techniques",1,0,20,2045,3,10,1,0,0,0,2,1,0,0,0
"Forex Killing Divergence - How to trade with precision",1,0,20,1168,38,11,1,0,0,0,0.683333333333333,1,0,0,0
"Working Capital Management for CA / CFA / CPA Exams",1,0,25,2342,9,33,0,0,1,0,3.5,1,0,0,0
"Risk Analysis - Capital Budgeting for CA / CS / CFA exams",1,0,20,2268,4,47,1,0,0,0,5.5,1,0,0,0
"Corporate Finance 101: Financial Statement Analysis & Ratios",1,0,50,967,16,43,1,0,0,0,8,1,0,0,0
"Mastering Futures Options for Beginners - Your Top 5 Plays!",1,0,200,1185,10,33,0,1,0,0,2.5,1,0,0,0
"Professional Options Trading, Simplified",1,0,200,631,49,21,1,0,0,0,2,1,0,0,0
"Advanced Options Concepts - Probability, Greeks, Simulation",1,0,60,968,81,10,0,0,1,0,2,1,0,0,0
"Accounting Basics - A Complete Study",1,0,180,1132,70,332,1,0,0,0,29,1,0,0,0
"Case Studies in Macro Economics",1,0,50,114,1,22,0,1,0,0,4,1,0,0,0
"My Forex Strategy that win consistently over and over",1,0,200,204,23,9,0,0,1,0,1.5,1,0,0,0
"Understand Banks & Financial Markets ",1,0,30,1548,24,34,1,0,0,0,3,1,0,0,0
"Stock Technical Analysis with Python",1,0,50,409,35,46,1,0,0,0,8,1,0,0,0
"How to Become an Accountant from scratch!",1,0,40,1169,7,15,0,1,0,0,3,1,0,0,0
"How to invest in Gold",1,0,50,249,14,39,0,1,0,0,2.5,1,0,0,0
"Automate Your Finances",1,0,20,690,17,21,0,1,0,0,1,1,0,0,0
"MBA Accounting and Finance for Managers(Paper MS04 of IGNOU)",1,0,150,1340,4,272,1,0,0,0,26,1,0,0,0
"Accounting Made Easy: A Quick Guide to Financial Accounting",1,0,95,274,41,18,1,0,0,0,1.5,1,0,0,0
"Futures/Commodity Training (Basics)",0,1,0,4863,202,6,0,1,0,0,1.5,1,0,0,0
"Cost Accounting Marginal Costing Theory and Practice",1,0,20,1923,4,31,1,0,0,0,2.5,1,0,0,0
"The Big Volatility Short: The Best Trade On Wall Street!",1,0,200,224,35,16,1,0,0,0,1.5,1,0,0,0
"Master Finance in Three Hours",1,0,20,721,12,29,0,1,0,0,3,1,0,0,0
"Learn Options on Futures for Hedging Options and Stocks",1,0,60,51,2,6,0,0,0,1,0.7,1,0,0,0
"Option selling trading as income source. Beginners friendly",1,0,195,1276,46,61,1,0,0,0,6,1,0,0,0
"Introduction to Value Growth Investing",0,1,0,2768,83,10,1,0,0,0,1,1,0,0,0
"Become A Forex Trader - Forex trading like a professional",0,1,0,1735,31,19,1,0,0,0,2.5,1,0,0,0
"Hedge Fund Trading System",0,1,0,8985,584,12,1,0,0,0,1,1,0,0,0
"Bulletproof Personal Finance: Expert Asset Allocation",1,0,45,1119,22,18,1,0,0,0,1,1,0,0,0
"Financial Accounting: The Complete Introductory Crash Course",1,0,100,2591,44,69,1,0,0,0,10,1,0,0,0
"Learn About Trading Options from a real wallstreet trader",1,0,20,1046,17,12,1,0,0,0,1,1,0,0,0
"Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams",1,0,20,2239,4,7,1,0,0,0,1,1,0,0,0
"How to Build a Massive Stock Portfolio from Zero!",1,0,200,1882,51,129,1,0,0,0,11,1,0,0,0
"Introductory Forex Trading Course",0,1,0,5931,158,15,0,1,0,0,3.5,1,0,0,0
"Budgeting Hacks to Build Wealth!",0,1,0,4931,154,7,0,1,0,0,0.533333333333333,1,0,0,0
"Accounting and Finance for Bankers - A Comprehensive Study",1,0,180,3056,9,316,1,0,0,0,24.5,1,0,0,0
"Forex Prep Academy for Beginners-Real trades!",1,0,75,1303,21,44,0,1,0,0,3,1,0,0,0
"Accounting for Deferred Taxes (Professional Course Level)",1,0,25,2924,6,11,1,0,0,0,1.5,1,0,0,0
"TRADING TRUTHS",1,0,50,1405,14,27,1,0,0,0,2,1,0,0,0
"The Binary Institute - Introductory Course in Binary Options",0,1,0,1121,12,6,1,0,0,0,1,1,0,0,0
"Forex Trading vs Option Trading",1,0,95,1776,14,29,1,0,0,0,2.5,1,0,0,0
"How to Invest in Stocks + Billionaire Investing Tips",1,0,40,1643,18,19,1,0,0,0,2,1,0,0,0
"Value Investing For Beginners",1,0,100,801,48,25,0,1,0,0,2.5,1,0,0,0
"TRADING TACTICS",1,0,145,951,25,62,1,0,0,0,6,1,0,0,0
"MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4",1,0,30,1278,33,23,0,1,0,0,0.716666666666667,1,0,0,0
"Ultimate Retirement: Build Your Own Dynamic Retirement Plan",1,0,50,1184,15,37,1,0,0,0,6,1,0,0,0
"build a solid foundation for trading options",1,0,20,1115,8,8,1,0,0,0,1,1,0,0,0
"Forex Scam: Avoid the scam today",1,0,20,1086,27,28,1,0,0,0,2,1,0,0,0
"Cost Accounting Crash Course",1,0,20,3730,11,17,1,0,0,0,2.5,1,0,0,0
"Option Trading for Rookies: Basic Option Strategies",1,0,95,810,27,61,1,0,0,0,2.5,1,0,0,0
"Business Analysis:  Working with Use Cases",1,0,90,2338,224,5,1,0,0,0,1.5,1,0,0,0
"Learn to Raise the Funds You Need via Crowdfunding",1,0,20,3403,29,70,1,0,0,0,8,1,0,0,0
"Business finances",1,0,75,4695,7,20,0,1,0,0,1,1,0,0,0
"Financial Accounting - A Brief Introduction",0,1,0,17847,1440,17,0,1,0,0,1,1,0,0,0
"Trading Economic Indicators - Complete Trading System",1,0,50,2692,25,25,0,1,0,0,1.5,1,0,0,0
"Foundation of Options Trading and Investing",1,0,20,6374,21,14,1,0,0,0,1,1,0,0,0
"Option Trading - How To Earn If You Can't Predict The Market",1,0,145,2305,19,30,1,0,0,0,1.5,1,0,0,0
"The Financial Analyst Skills Training (FAST) course 2017",1,0,100,589,31,138,1,0,0,0,10,1,0,0,0
"Covered Calls - Powerful Income Strategy for Stock Traders",1,0,60,22,0,8,0,1,0,0,1,1,0,0,0
"Accounting 1 Simplified for You",1,0,45,2490,95,13,0,1,0,0,3,1,0,0,0
"[Value Investing] Where White People Keep Their Money",1,0,200,2715,70,20,0,0,0,1,4,1,0,0,0
"How to Start Investing: Made Simple and Easy",1,0,200,1506,12,12,1,0,0,0,1,1,0,0,0
"Basics of Commerce A Complete Study",1,0,150,2197,4,105,1,0,0,0,5.5,1,0,0,0
"The Passive Investing Blueprint - Build Wealth Passively",1,0,200,338,32,66,1,0,0,0,3.5,1,0,0,0
"7 Steps: Your Introduction to Trading",1,0,25,1076,22,176,0,1,0,0,5,1,0,0,0
"Forex - Elliott Wave Theory with Fibonacci. ",1,0,20,2769,54,32,1,0,0,0,1.5,1,0,0,0
"The Actuarial Profession: Basic Sciences and Principles",1,0,25,1531,6,7,0,1,0,0,0.583333333333333,1,0,0,0
"Investing in stocks: Avoid stock market loss",1,0,125,1136,12,13,0,1,0,0,1,1,0,0,0
"QuickBooks Online: Complete Guide & Certification tips",1,0,50,2187,218,91,1,0,0,0,13,1,0,0,0
"Build Financial Models & Value Companies The Easy Way",1,0,20,1609,137,18,1,0,0,0,1,1,0,0,0
"Adventure Capital: How to pay off debt ",1,0,20,2895,56,14,0,1,0,0,1,1,0,0,0
"Chart Patterns Trading Demystified",1,0,200,1023,8,29,1,0,0,0,2.5,1,0,0,0
"Financial Planning & Analysis: Building a Company's Budget",1,0,150,1988,137,27,1,0,0,0,1.5,1,0,0,0
"Simple things you must know before start FOREX (OFFER)",1,0,200,1053,20,15,0,1,0,0,0.733333333333333,1,0,0,0
"Practical Finance",1,0,20,4497,281,11,1,0,0,0,1,1,0,0,0
"Forex Trading: Comprehensive & Concise Forex Trading Course",1,0,160,2379,33,44,1,0,0,0,3.5,1,0,0,0
"Leaps Options Trading System - Diagonal Leaps Options Spread",1,0,200,993,19,16,1,0,0,0,1,1,0,0,0
"Finance - Ratios Analysis & Interpretations",1,0,30,10338,52,41,0,1,0,0,2.5,1,0,0,0
"Forex Trading -  Learn to Trade From Scratch!",1,0,20,1423,103,37,0,1,0,0,1.5,1,0,0,0
"Technical Analysis tools for Stocks and Options trading",1,0,40,3555,89,11,1,0,0,0,1.5,1,0,0,0
"Quantitative Trading Analysis with R",1,0,50,567,40,53,1,0,0,0,7.5,1,0,0,0
"Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours)",1,0,200,1085,17,48,1,0,0,0,6,1,0,0,0
"Get Started With Penny Stocks -Step by Step Guide to Trading",1,0,200,7159,61,18,1,0,0,0,2,1,0,0,0
"CPA 101: How To Master Affiliate Marketing In No Time",1,0,100,11517,92,21,1,0,0,0,1.5,1,0,0,0
"Corporate Internal Controls and Fraud Controls",1,0,50,1,0,12,0,0,1,0,2,1,0,0,0
"Forex trading tactics, that work!",1,0,20,10,1,5,0,1,0,0,0.6,1,0,0,0
"Professional Risk Manager (PRM) Certification: Level 2",1,0,50,41,1,55,1,0,0,0,7.5,1,0,0,0
"Trading Options Basics",1,0,200,8,0,8,0,1,0,0,1.5,1,0,0,0
"Practical Trading on Financial Futures & Options Markets",1,0,50,43,0,25,0,1,0,0,4,1,0,0,0
"Bookkeeping made simple",1,0,30,23,1,19,0,1,0,0,1,1,0,0,0
"The Visual Learning Basic Accounting Course",1,0,20,9,0,6,0,1,0,0,1,1,0,0,0
"ChalkTalk: Financial Accounting",1,0,20,25,1,108,1,0,0,0,3.5,1,0,0,0
"The 7 fundamentals to Successful Cashflow Management",1,0,25,7,0,12,1,0,0,0,1,1,0,0,0
"How to trade options",1,0,45,12,1,9,0,0,1,0,0.716666666666667,1,0,0,0
"Coaching Course:Investment Analysis for your clients",1,0,200,1,0,6,0,0,1,0,0.566666666666667,1,0,0,0
"Harnessing the Power of Growth Stocks",1,0,50,29,2,7,0,0,1,0,2,1,0,0,0
"The Investment Banking Recruitment Series",1,0,40,17,6,26,1,0,0,0,3.5,1,0,0,0
"Business Banking 101",1,0,25,132,3,14,1,0,0,0,1.5,1,0,0,0
"CFA Level I Workshop 2: Financial Reporting & Analysis I ",1,0,20,126,2,5,1,0,0,0,1,1,0,0,0
"Breakout Patterns Workshop by Pattern Trader",1,0,60,32,6,15,1,0,0,0,1.5,1,0,0,0
"Asset Protection Using Offshore Companies",1,0,20,480,3,21,1,0,0,0,1,1,0,0,0
"Get Credit for Your EIN That's Not Linked to Your SSN",1,0,20,27,4,15,0,1,0,0,1.5,1,0,0,0
"Financial Translation",1,0,20,167,6,29,0,1,0,0,1.5,1,0,0,0
"How to Pick Stocks",1,0,20,131,3,28,1,0,0,0,1.5,1,0,0,0
"Binary Beginners Mastery Strategy.",0,1,0,927,8,14,0,1,0,0,1,1,0,0,0
"Accounting 101-Master Class for Understanding Business",1,0,20,37,2,43,1,0,0,0,2.5,1,0,0,0
"High-Frequency Trading & Dark Pools",1,0,40,19,11,22,0,1,0,0,2,1,0,0,0
"How To Crowdfund",1,0,30,43,6,17,1,0,0,0,1.5,1,0,0,0
"Financial Statement Fundamentals for Small Biz & Investors",1,0,30,751,1,61,0,1,0,0,3,1,0,0,0
"Master The Stock Market with practice",1,0,35,49,10,42,1,0,0,0,2,1,0,0,0
"Introduction to Trade Theory (Technical Analysis) For Stocks",1,0,20,45,4,6,0,1,0,0,1,1,0,0,0
"Forex Trading For Beginners: Technical Trading",0,1,0,1685,29,16,0,1,0,0,2,1,0,0,0
"IAS 12 - Accounting for Income Taxes (Basics)",0,1,0,4269,60,17,1,0,0,0,4.5,1,0,0,0
"Surpassing Your Kickstarter Goals",1,0,30,124,7,12,1,0,0,0,1,1,0,0,0
"Simple Linear Regression Analysis ( A Complete Course )",1,0,200,811,5,29,1,0,0,0,1.5,1,0,0,0
"Forex: Learn to Trade Forex and FX Consistently",1,0,50,956,4,21,1,0,0,0,5.5,1,0,0,0
"Trading: High-ROI Trading",1,0,190,126,20,47,0,0,1,0,12.5,1,0,0,0
"Fundraising 101",1,0,95,26,4,5,0,1,0,0,1,1,0,0,0
"Professional Bookkeeping & Accounting 2 - Bank Daybook",1,0,35,91,6,36,1,0,0,0,2,1,0,0,0
"Filing with Companies House UK",1,0,30,30,5,9,1,0,0,0,1,1,0,0,0
"Build, Grow, and Protect Your Assets: A Step-by-Step Guide",1,0,195,226,26,26,1,0,0,0,3.5,1,0,0,0
"The Advantages of ETF Options and Index Options Trading",1,0,60,52,3,9,0,0,1,0,1,1,0,0,0
"Learn to Trade Forex - from Beginner to Professional",1,0,195,89,7,64,1,0,0,0,12.5,1,0,0,0
"Investing In Stocks For Big Gains, Fundamental Investing",1,0,200,267,11,21,1,0,0,0,2,1,0,0,0
"Introduction to Equity Markets",0,1,0,4770,64,31,0,1,0,0,6.5,1,0,0,0
"Beginners Guide To Ichimoku Trading",1,0,20,265,16,17,1,0,0,0,1,1,0,0,0
"Financial Management - Ratio Analysis",1,0,20,2046,9,72,0,1,0,0,5.5,1,0,0,0
"ALGOTECH Hedge Fund Method for Stock Market Trading",1,0,20,605,19,4,1,0,0,0,0.316666666666667,1,0,0,0
"Futures/Commodity Trading",1,0,50,472,34,23,1,0,0,0,5.5,1,0,0,0
"Complete Claritas Investment Certificate",1,0,50,388,56,35,1,0,0,0,11.5,1,0,0,0
"Introduction to the economics of public services regulation",1,0,80,98,35,69,0,0,1,0,8,1,0,0,0
"Accounting Standard 3 - An Analysis",1,0,25,1888,6,11,0,0,1,0,1,1,0,0,0
"Essentials of money value: Get a financial Life !",1,0,20,0,0,20,1,0,0,0,0.616666666666667,1,0,0,0
"Introduction to Forex Trading Business For Beginners",1,0,20,0,0,27,0,1,0,0,1.5,1,0,0,0
"Cryptocurrency (BTC & ETH) Investment & Trading Course 2017",1,0,20,0,0,7,0,1,0,0,2.5,1,0,0,0
"Introduction to Project Management for Finance and Acct'g",1,0,50,0,0,9,0,1,0,0,2,1,0,0,0
"Best Practices in Corporate Budgeting",1,0,50,0,0,9,0,0,1,0,2,1,0,0,0
"Financial Statement Auditing Cycles",1,0,50,0,0,9,0,0,1,0,2,1,0,0,0
"Case studies on credit appraisal for bankers",1,0,20,0,0,15,0,1,0,0,3.5,1,0,0,0
"Building a Balanced Scorecard",1,0,50,0,0,11,0,0,1,0,2,1,0,0,0
"Options Trading Foundation: Your journey to competency...",1,0,95,0,0,5,0,0,1,0,1,1,0,0,0
"Forex how traders beat the markest with little experience",1,0,100,0,0,16,1,0,0,0,1,1,0,0,0
"CFA Level 2- Quantitative Methods",1,0,40,0,0,35,1,0,0,0,5.5,1,0,0,0
"Foundations of Investing",1,0,40,0,0,18,0,1,0,0,2,1,0,0,0
"Capital Market Road Map",1,0,50,495,47,21,1,0,0,0,4,1,0,0,0
"TRADING: 5K CHALLENGE",1,0,55,375,10,19,0,0,1,0,1,1,0,0,0
"CurrencyFair - Avoid Bank Charges when converting currencies",0,1,0,1730,34,11,1,0,0,0,0.666666666666667,1,0,0,0
"Bitcoin - A Comprehensive Guide",1,0,20,283,13,35,1,0,0,0,2.5,1,0,0,0
"Forex Trading",1,0,95,136,14,25,1,0,0,0,4.5,1,0,0,0
"The True ' Secret Sauce  For Stock Market Success""",1,0,200,23,2,30,1,0,0,0,3,1,0,0,0
"Bookkeeping to Command Senior Bookkeeping Wages",1,0,55,683,16,58,1,0,0,0,4.5,1,0,0,0
"Take Your Career to the Next Level with MBA Finance",1,0,50,618,10,19,1,0,0,0,2,1,0,0,0
"How to Read Financial Statements:  Build Financial Literacy.",1,0,25,188,10,20,0,1,0,0,1.5,1,0,0,0
"Accounting Books of Accounts (College Level)",1,0,20,911,2,18,1,0,0,0,1.5,1,0,0,0
"Forex Trading Profitably",1,0,20,512,13,15,1,0,0,0,0.666666666666667,1,0,0,0
"Learn How to Trade Pump and Dumps. 5 Setups Well Explained.",1,0,50,769,10,18,1,0,0,0,2,1,0,0,0
"Bitcoin Trading 101",1,0,95,302,6,19,1,0,0,0,2,1,0,0,0
"Visualizing Data",1,0,40,149,2,63,0,0,1,0,6.5,1,0,0,0
"IFRS Financial Reporting",1,0,55,72,9,15,1,0,0,0,3.5,1,0,0,0
"Forex Trading System: Correlation EUR/GBP vs GBP/USD",1,0,50,33,4,26,0,0,1,0,1,1,0,0,0
"SAP Crystal Reports:Master-Detail,Cross-Tab,Sub-Reports",1,0,50,13,1,9,1,0,0,0,2,1,0,0,0
"Learn Financial Accounting Different",1,0,20,79,1,58,1,0,0,0,6,1,0,0,0
"CFA Level I Workshop 4: Fixed Income and Equity",1,0,20,139,3,6,1,0,0,0,1.5,1,0,0,0
"IAS37 - Provisions, Contingents Liabilities & Assets",0,1,0,2247,53,29,1,0,0,0,4,1,0,0,0
"What You Should Know to Become a Trader",1,0,125,17,2,14,1,0,0,0,1.5,1,0,0,0
"Financial Reporting A Comprehensive Study",1,0,50,45,1,72,1,0,0,0,8,1,0,0,0
"An Abundance Mindset: How to Craft Yours",1,0,50,33,4,40,0,1,0,0,4.5,1,0,0,0
"Forex Trading Profit 183%p.a : Trend is Our Friend-ALGOTREND",1,0,120,54,11,12,1,0,0,0,0.6,1,0,0,0
"How to Build a Massive Retirement Plan from Scratch!",1,0,200,1498,30,23,0,1,0,0,2,1,0,0,0
"Financial modeling: Build a forward looking financial model",1,0,20,2317,44,22,1,0,0,0,2,1,0,0,0
"Trading for Beginners - Entry Level",0,1,0,5077,256,16,0,1,0,0,1.5,1,0,0,0
"Bitcoin or How I Learned to Stop Worrying and Love Crypto",0,1,0,65576,936,24,1,0,0,0,8,1,0,0,0
"Trend Following Stocks: A Complete Trading System",1,0,95,1202,76,64,0,0,0,1,3.5,1,0,0,0
"Forex Basics",0,1,0,22344,712,26,0,1,0,0,3.5,1,0,0,0
"Accounting Bank Reconciliation Statement (College Level)",1,0,20,2189,4,16,1,0,0,0,1.5,1,0,0,0
"Bitcoin - Ethereum: Trading -Watch me manage my own account!",1,0,165,431,58,22,1,0,0,0,2.5,1,0,0,0
"FOREX : Learn Technical Analysis",1,0,200,1199,37,79,1,0,0,0,18,1,0,0,0
"FastTrack to Stock Trading Strategies",1,0,25,5685,5,12,1,0,0,0,3.5,1,0,0,0
"Algorithmic futures trading - Investing with no experience",1,0,195,1512,23,19,1,0,0,0,1.5,1,0,0,0
"Succeed in Forex Even if You Don't Know Where to Start!",1,0,200,1806,38,211,0,1,0,0,19.5,1,0,0,0
"Hedge Fund Accounting and Valuation",1,0,20,668,10,11,1,0,0,0,0.566666666666667,1,0,0,0
"Binary, Forex, Stock and Bitcoin Trading Strategy",0,1,0,3757,70,14,1,0,0,0,0.616666666666667,1,0,0,0
"2 Easy Steps To Investment And Avoiding Traps",1,0,20,828,1,20,1,0,0,0,1,1,0,0,0
"Ethereum Course for Investors",1,0,40,111,20,11,1,0,0,0,1,1,0,0,0
"Using Xero for your bookkeeping needs  do beautiful business",1,0,95,39,6,28,0,1,0,0,1,1,0,0,0
"Capital Market Immersion",1,0,195,613,33,142,1,0,0,0,24.5,1,0,0,0
"Forex Trading :RSI Indicator-A Secret Weapon",1,0,95,57,13,14,1,0,0,0,1.5,1,0,0,0
"Trading Mindset, and Three Steps To Profitable Trading",1,0,20,246,8,24,0,1,0,0,1.5,1,0,0,0
"Professional Bookkeeping & Accounting 4:Trial Balance & More",1,0,35,83,8,21,1,0,0,0,1,1,0,0,0
"Internal Controls - Design, Implementation and Monitoring",1,0,195,62,6,27,0,1,0,0,6.5,1,0,0,0
"Forex online live trading system (Special Offer)",1,0,200,31,8,34,1,0,0,0,5.5,1,0,0,0
